Order Number,Order Date,Order Date (year),"Order Date (month,day)",Delivery Date,Receipt Date,Completed Date,Supplier Code,Supplier Name,Order Status,SubTotal,Currency,SubTotal (GBP)
PO-00006492,2018-07-04,2018,2019-07-04,2018-07-04,2018-07-05,2018-07-05,Company8,Company8,Complete,2030.5,GBP,2030.5
PO-00006496,2018-07-04,2018,2019-07-04,2018-07-20,2018-07-16,2018-07-16,Company9,Company9,Complete,843.4000000000001,GBP,843.4000000000001
PO-00006495,2018-07-04,2018,2019-07-04,2018-07-04,2018-07-06,2018-07-06,Company150,Company150,Complete,637.8,GBP,637.8
PO-00006493,2018-07-04,2018,2019-07-04,2018-07-04,2018-07-12,2018-07-12,Company40,Company40,Complete,1732.0,GBP,1732.0
PO-00006498/1,2018-07-04,2018,2019-07-04,2018-11-30,2018-10-18,2018-10-18,Company149,Company149,Complete,2700.0,GBP,2700.0
PO-00006490,2018-07-04,2018,2019-07-04,2018-08-08,2018-08-08,2018-08-08,Company151,Company151,Complete,192.39999999999998,GBP,192.39999999999998
PO-00006491,2018-07-04,2018,2019-07-04,2018-07-04,2018-07-12,2018-07-12,Company8,Company8,Complete,810.4000000000001,GBP,810.4000000000001
PO-00006494,2018-07-04,2018,2019-07-04,2018-08-28,2018-07-19,2018-07-19,Company13,Company13,Complete,4213.424999999999,GBP,4213.424999999999
PO-00006503,2018-07-05,2018,2019-07-05,2018-07-05,2018-07-06,2018-07-06,Company41,Company41,Complete,128.7,GBP,128.7
PO-00006504,2018-07-05,2018,2019-07-05,2018-07-05,2018-07-10,2018-07-10,Company152,Company152,Complete,795.6,GBP,795.6
PO-00006502/1,2018-07-05,2018,2019-07-05,2018-07-05,2018-07-11,2018-07-11,Company12,Company12,Complete,92.2,GBP,92.2
PO-00006501,2018-07-05,2018,2019-07-05,2018-07-05,2018-07-05,2018-07-05,Company12,Company12,Complete,46.1,GBP,46.1
PO-00006500,2018-07-05,2018,2019-07-05,2018-08-03,2018-08-01,2018-08-01,Company19,Company19,Complete,1788.725,GBP,1788.725
PO-00006502,2018-07-05,2018,2019-07-05,2018-07-05,2018-07-06,2018-07-06,Company12,Company12,Complete,46.1,GBP,46.1
PO-00006507,2018-07-06,2018,2019-07-06,2018-07-13,2018-07-11,2018-07-11,Company24,Company24,Complete,2275.675,GBP,2275.675
PO-00006506,2018-07-06,2018,2019-07-06,2018-07-06,2018-07-10,2018-07-10,Company153,Company153,Complete,3700.0,GBP,3700.0
PO-00006509,2018-07-06,2018,2019-07-06,2018-07-10,2018-07-09,2018-07-09,Company118,Company118,Complete,1057.5,GBP,1057.5
PO-00006505,2018-07-06,2018,2019-07-06,2018-07-13,2018-07-10,2018-07-10,Company71,Company71,Complete,50.25,GBP,50.25
PO-00006510,2018-07-06,2018,2019-07-06,2018-07-13,2018-07-20,2018-07-20,Company90,Company90,Complete,3300.0,GBP,3300.0
PO-00006505/1,2018-07-06,2018,2019-07-06,2018-10-31,2018-09-26,2018-09-26,Company71,Company71,Complete,400.0,GBP,400.0
PO-00006508,2018-07-06,2018,2019-07-06,2018-08-02,2018-08-03,2018-08-03,Company15,Company15,Complete,1580.0,GBP,1580.0
PO-00006512,2018-07-10,2018,2019-07-10,2018-07-20,2018-07-26,2018-07-26,Company8,Company8,Complete,3372.4,GBP,3372.4
PO-00006512/1,2018-07-10,2018,2019-07-10,2018-07-20,2018-07-27,2018-07-27,Company8,Company8,Complete,434.5,GBP,434.5
PO-00006516,2018-07-11,2018,2019-07-11,2018-07-11,2018-07-11,2018-07-11,Company8,Company8,Complete,0.0,GBP,0.0
PO-00006520,2018-07-11,2018,2019-07-11,2018-07-18,2018-07-17,2018-07-17,Company24,Company24,Complete,1666.8000000000002,GBP,1666.8000000000002
PO-00006519,2018-07-11,2018,2019-07-11,2018-07-11,2018-07-16,2018-07-16,Company126,Company126,Complete,2325.0,GBP,2325.0
PO-00006518,2018-07-11,2018,2019-07-11,2018-08-02,2018-07-20,2018-07-20,Company15,Company15,Complete,3352.5,GBP,3352.5
PO-00006517,2018-07-11,2018,2019-07-11,2018-07-23,2018-07-23,2018-07-23,Company11,Company11,Complete,4006.6000000000004,GBP,4006.6000000000004
PO-00006513,2018-07-11,2018,2019-07-11,2018-07-18,2018-07-13,2018-07-13,Company33,Company33,Complete,3733.2,GBP,3733.2
PO-00006515,2018-07-11,2018,2019-07-11,2018-07-13,2018-07-16,2018-07-16,Company8,Company8,Complete,1574.075,GBP,1574.075
PO-00006524,2018-07-12,2018,2019-07-12,2018-07-12,2018-07-13,2018-07-13,Company26,Company26,Complete,463.5,GBP,463.5
PO-00006522,2018-07-12,2018,2019-07-12,2018-07-12,2018-07-12,2018-07-12,Company87,Company87,Complete,0.0,GBP,0.0
PO-00006523,2018-07-12,2018,2019-07-12,2018-07-26,2018-07-27,2018-07-27,Company13,Company13,Complete,2934.9,GBP,2934.9
PO-00006521/1,2018-07-13,2018,2019-07-13,2018-07-24,2018-07-24,2018-07-24,Company8,Company8,Complete,760.1999999999999,GBP,760.1999999999999
PO-00006521,2018-07-13,2018,2019-07-13,2018-07-24,2018-07-23,2018-07-23,Company8,Company8,Complete,1570.3999999999999,GBP,1570.3999999999999
PO-00006521/2,2018-07-13,2018,2019-07-13,2018-07-24,2018-07-25,2018-07-25,Company8,Company8,Complete,28.0,GBP,28.0
PO-00006525,2018-07-13,2018,2019-07-13,2018-07-13,2018-07-13,2018-07-13,Company8,Company8,Complete,350.0,GBP,350.0
PO-00006526,2018-07-13,2018,2019-07-13,2018-07-13,2018-07-20,2018-07-20,Company154,Company154,Complete,684.375,GBP,684.375
PO-00006527/1,2018-07-16,2018,2019-07-16,2018-07-16,2018-07-27,2018-07-27,Company12,Company12,Complete,62.0,GBP,62.0
PO-00006527,2018-07-16,2018,2019-07-16,2018-07-16,2018-07-26,2018-07-26,Company12,Company12,Complete,283.8,GBP,283.8
PO-00006530,2018-07-16,2018,2019-07-16,2018-07-16,2018-07-31,2018-07-31,Company40,Company40,Complete,3928.0,GBP,3928.0
PO-00006531,2018-07-16,2018,2019-07-16,2018-08-10,2018-08-29,2018-08-29,Company48,Company48,Complete,1874.4,GBP,1874.4
PO-00006532,2018-07-16,2018,2019-07-16,2018-07-30,2018-07-27,2018-07-27,Company13,Company13,Complete,736.0,GBP,736.0
PO-00006533,2018-07-16,2018,2019-07-16,2018-08-17,2018-07-31,2018-07-31,Company19,Company19,Complete,581.5,GBP,581.5
PO-00006527/2,2018-07-16,2018,2019-07-16,2018-07-16,2018-07-31,2018-07-31,Company12,Company12,Complete,310.0,GBP,310.0
PO-00006532/1,2018-07-16,2018,2019-07-16,2018-07-30,2018-07-31,2018-07-31,Company13,Company13,Complete,6797.25,GBP,6797.25
PO-00006533/1,2018-07-16,2018,2019-07-16,2018-08-17,2018-09-07,2018-09-07,Company19,Company19,Complete,2626.0,GBP,2626.0
PO-00006529,2018-07-16,2018,2019-07-16,2018-07-30,2018-07-30,2018-07-30,Company10,Company10,Complete,8030.299999999999,GBP,8030.299999999999
PO-00006539/2,2018-07-17,2018,2019-07-17,2018-08-07,2018-08-17,2018-08-17,Company1,Company1,Complete,50.0,GBP,50.0
PO-00006539/1,2018-07-17,2018,2019-07-17,2018-08-07,2018-08-13,2018-08-13,Company1,Company1,Complete,35.0,GBP,35.0
PO-00006541,2018-07-17,2018,2019-07-17,2018-07-31,2018-08-01,2018-08-01,Company10,Company10,Complete,1123.5,GBP,1123.5
PO-00006535,2018-07-17,2018,2019-07-17,2018-07-25,2018-07-24,2018-07-24,Company11,Company11,Complete,475.05,GBP,475.05
PO-00006536,2018-07-17,2018,2019-07-17,2018-07-17,2018-07-17,2018-07-17,Company21,Company21,Complete,606.0,GBP,606.0
PO-00006537,2018-07-17,2018,2019-07-17,2018-07-17,2018-08-14,2018-08-14,Company97,Company97,Complete,1718.0,GBP,1718.0
PO-00006539,2018-07-17,2018,2019-07-17,2018-08-07,2018-08-02,2018-08-02,Company1,Company1,Complete,312.875,GBP,312.875
PO-00006540,2018-07-17,2018,2019-07-17,2018-07-17,2018-07-20,2018-07-20,Company103,Company103,Complete,64.35,GBP,64.35
PO-00006542,2018-07-17,2018,2019-07-17,2018-07-20,2018-07-20,2018-07-20,Company9,Company9,Complete,300.0,GBP,300.0
PO-00006544,2018-07-17,2018,2019-07-17,2018-07-23,2018-07-26,2018-07-26,Company155,Company155,Complete,193502.25,EUR,169500.925
PO-00006550,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-20,2018-07-20,Company65,Company65,Complete,502.22499999999997,GBP,502.22499999999997
PO-00006534,2018-07-18,2018,2019-07-18,2018-07-30,2018-07-27,2018-07-27,Company8,Company8,Complete,3949.6499999999996,GBP,3949.6499999999996
PO-00006545,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-20,2018-07-20,Company20,Company20,Complete,362.55,GBP,362.55
PO-00006546,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-27,2018-07-27,Company156,Company156,Complete,1711.9499999999998,EUR,1499.6000000000001
PO-00006547,2018-07-18,2018,2019-07-18,2018-07-20,2018-07-20,2018-07-20,Company17,Company17,Complete,28.75,GBP,28.75
PO-00006548,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-20,2018-07-20,Company52,Company52,Complete,102.6,GBP,102.6
PO-00006549,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-20,2018-07-20,Company29,Company29,Complete,44.825,GBP,44.825
PO-00006549/1,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-20,2018-07-20,Company29,Company29,Complete,58.224999999999994,GBP,58.224999999999994
PO-00006551,2018-07-18,2018,2019-07-18,2018-07-18,2018-07-18,2018-07-18,Company118,Company118,Complete,0.0,GBP,0.0
PO-00006534/1,2018-07-18,2018,2019-07-18,2018-07-30,2018-07-27,2018-07-27,Company8,Company8,Complete,4879.0,GBP,4879.0
PO-00006555/2,2018-07-19,2018,2019-07-19,2018-07-19,2018-08-23,2018-08-23,Company6,Company6,Complete,10369.375,GBP,10369.375
PO-00006553,2018-07-19,2018,2019-07-19,2018-08-16,2018-08-10,2018-08-10,Company106,Company106,Complete,1228.5,GBP,1228.5
PO-00006554,2018-07-19,2018,2019-07-19,2018-07-31,2018-07-25,2018-07-25,Company8,Company8,Complete,2240.95,GBP,2240.95
PO-00006554/1,2018-07-19,2018,2019-07-19,2018-07-31,2018-07-27,2018-07-27,Company8,Company8,Complete,1595.0,GBP,1595.0
PO-00006555/3,2018-07-19,2018,2019-07-19,2018-07-19,2018-09-03,2018-09-03,Company6,Company6,Complete,6636.4,GBP,6636.4
PO-00006555,2018-07-19,2018,2019-07-19,2018-07-19,2018-07-20,2018-07-20,Company6,Company6,Complete,3732.9750000000004,GBP,3732.9750000000004
PO-00006556,2018-07-19,2018,2019-07-19,2018-07-19,2018-07-27,2018-07-27,Company28,Company28,Complete,1493.75,GBP,1493.75
PO-00006555/1,2018-07-19,2018,2019-07-19,2018-07-19,2018-08-13,2018-08-13,Company6,Company6,Complete,10369.375,GBP,10369.375
PO-00006556/1,2018-07-19,2018,2019-07-19,2018-07-19,2018-08-16,2018-08-16,Company28,Company28,Complete,333.75,GBP,333.75
PO-00006552,2018-07-19,2018,2019-07-19,2018-07-19,2018-07-19,2018-07-19,Company38,Company38,Complete,713.125,GBP,713.125
PO-00006554/2,2018-07-19,2018,2019-07-19,2018-07-31,2018-07-30,2018-07-30,Company8,Company8,Complete,4904.425,GBP,4904.425
PO-00006559,2018-07-20,2018,2019-07-20,2018-08-10,2018-08-09,2018-08-09,Company56,Company56,Complete,1672.5,GBP,1672.5
PO-00006560,2018-07-20,2018,2019-07-20,2018-07-20,2018-07-25,2018-07-25,Company50,Company50,Complete,968.0,GBP,968.0
PO-00006561,2018-07-20,2018,2019-07-20,2018-07-23,2018-07-23,2018-07-23,Company8,Company8,Complete,1056.55,GBP,1056.55
PO-00006558,2018-07-20,2018,2019-07-20,2018-07-20,2018-07-27,2018-07-27,Company11,Company11,Complete,244.8,GBP,244.8
PO-00006557,2018-07-20,2018,2019-07-20,2018-07-20,2018-07-27,2018-07-27,Company4,Company4,Complete,5596.5,GBP,5596.5
PO-00006562,2018-07-20,2018,2019-07-20,2018-07-20,2018-07-23,2018-07-23,Company29,Company29,Complete,42.025,GBP,42.025
PO-00006563,2018-07-23,2018,2019-07-23,2018-07-23,2018-07-25,2018-07-25,Company18,Company18,Complete,2622.5,GBP,2622.5
PO-00006565,2018-07-23,2018,2019-07-23,2018-08-02,2018-08-02,2018-08-02,Company8,Company8,Complete,7642.375,GBP,7642.375
PO-00006564,2018-07-23,2018,2019-07-23,2018-07-23,2018-07-26,2018-07-26,Company6,Company6,Complete,694.5999999999999,GBP,694.5999999999999
PO-00006634,2018-07-24,2018,2019-07-24,2018-08-07,2018-08-16,2018-08-16,Company120,Company120,Complete,1230.0,EUR,1077.4250000000002
PO-00006634/1,2018-07-24,2018,2019-07-24,2018-08-07,2018-08-20,2018-08-20,Company120,Company120,Complete,1230.0,EUR,1077.4250000000002
PO-00006578,2018-07-24,2018,2019-07-24,2018-07-31,2018-07-30,2018-07-30,Company90,Company90,Complete,1650.0,GBP,1650.0
PO-00006566,2018-07-24,2018,2019-07-24,2018-08-14,2018-08-06,2018-08-06,Company85,Company85,Complete,4590.849999999999,EUR,4021.4249999999997
PO-00006568,2018-07-24,2018,2019-07-24,2018-07-31,2018-07-31,2018-07-31,Company24,Company24,Complete,1762.5,GBP,1762.5
PO-00006569,2018-07-24,2018,2019-07-24,2018-08-08,2018-08-10,2018-08-10,Company6,Company6,Complete,3333.6000000000004,GBP,3333.6000000000004
PO-00006572,2018-07-24,2018,2019-07-24,2018-07-24,2018-07-27,2018-07-27,Company1,Company1,Complete,126.0,GBP,126.0
PO-00006573,2018-07-24,2018,2019-07-24,2018-08-22,2018-08-14,2018-08-14,Company40,Company40,Complete,1964.0,GBP,1964.0
PO-00006574,2018-07-24,2018,2019-07-24,2018-08-09,2018-08-03,2018-08-03,Company15,Company15,Complete,1691.75,GBP,1691.75
PO-00006575,2018-07-24,2018,2019-07-24,2018-07-27,2018-07-26,2018-07-26,Company44,Company44,Complete,3794.775,GBP,3794.775
PO-00006576,2018-07-24,2018,2019-07-24,2018-08-03,2018-07-31,2018-07-31,Company11,Company11,Complete,1199.125,GBP,1199.125
PO-00006577,2018-07-24,2018,2019-07-24,2018-07-24,2018-07-26,2018-07-26,Company9,Company9,Complete,401.1,GBP,401.1
PO-00006583,2018-07-25,2018,2019-07-25,2018-07-27,2018-07-27,2018-07-27,Company70,Company70,Complete,1532.25,GBP,1532.25
PO-00006579,2018-07-25,2018,2019-07-25,2018-07-25,2018-07-25,2018-07-25,Company118,Company118,Complete,0.0,GBP,0.0
PO-00006582,2018-07-25,2018,2019-07-25,2018-07-27,2018-07-27,2018-07-27,Company11,Company11,Complete,2919.0,GBP,2919.0
PO-00006581,2018-07-25,2018,2019-07-25,2018-07-27,2018-07-27,2018-07-27,Company20,Company20,Complete,382.875,GBP,382.875
PO-00006587,2018-07-26,2018,2019-07-26,2018-07-26,2018-07-31,2018-07-31,Company12,Company12,Complete,204.5,GBP,204.5
PO-00006586,2018-07-26,2018,2019-07-26,2018-07-26,2018-07-30,2018-07-30,Company8,Company8,Complete,7010.0,GBP,7010.0
PO-00006584,2018-07-26,2018,2019-07-26,2018-07-26,2018-07-27,2018-07-27,Company52,Company52,Complete,93.0,GBP,93.0
PO-00006585,2018-07-26,2018,2019-07-26,2018-07-26,2018-07-27,2018-07-27,Company8,Company8,Complete,555.55,GBP,555.55
PO-00006593/1,2018-07-27,2018,2019-07-27,2018-09-21,2018-09-18,2018-09-18,Company14,Company14,Complete,2556.3999999999996,GBP,2556.3999999999996
PO-00006580,2018-07-27,2018,2019-07-27,2018-08-07,2018-08-03,2018-08-03,Company8,Company8,Complete,4358.9,GBP,4358.9
PO-00006592,2018-07-27,2018,2019-07-27,2018-08-03,2018-08-06,2018-08-06,Company10,Company10,Complete,6650.0,GBP,6650.0
PO-00006593,2018-07-27,2018,2019-07-27,2018-07-27,2018-08-08,2018-08-08,Company14,Company14,Complete,15685.0,GBP,15685.0
PO-00006589/1,2018-07-27,2018,2019-07-27,2018-08-23,2018-08-23,2018-08-23,Company19,Company19,Complete,945.5,GBP,945.5
PO-00006594,2018-07-27,2018,2019-07-27,2018-08-24,2018-08-27,2018-08-27,Company88,Company88,Complete,2225.0,GBP,2225.0
PO-00006588/1,2018-07-27,2018,2019-07-27,2018-08-08,2018-08-09,2018-08-09,Company157,Company157,Complete,714.5999999999999,GBP,714.5999999999999
PO-00006590,2018-07-27,2018,2019-07-27,2018-07-30,2018-07-30,2018-07-30,Company44,Company44,Complete,60.4,GBP,60.4
PO-00006591,2018-07-27,2018,2019-07-27,2018-08-13,2018-08-10,2018-08-10,Company6,Company6,Complete,849.2,GBP,849.2
PO-00006589,2018-07-27,2018,2019-07-27,2018-08-23,2018-07-31,2018-07-31,Company19,Company19,Complete,851.35,GBP,851.35
PO-00006588,2018-07-27,2018,2019-07-27,2018-07-27,2018-08-01,2018-08-01,Company157,Company157,Complete,1444.0,GBP,1444.0
PO-00006604,2018-07-30,2018,2019-07-30,2018-11-09,2018-11-01,2018-11-01,Company158,Company158,Complete,1891.5,GBP,1891.5
PO-00006598/3,2018-07-30,2018,2019-07-30,2018-09-19,2018-09-07,2018-09-07,Company19,Company19,Complete,47.85,GBP,47.85
PO-00006598/2,2018-07-30,2018,2019-07-30,2018-09-19,2018-08-23,2018-08-23,Company19,Company19,Complete,2337.0750000000003,GBP,2337.0750000000003
PO-00006595,2018-07-30,2018,2019-07-30,2018-08-06,2018-08-01,2018-08-01,Company108,Company108,Complete,550.0,GBP,550.0
PO-00006597,2018-07-30,2018,2019-07-30,2018-07-31,2018-07-30,2018-07-30,Company109,Company109,Complete,5500.0,EUR,4817.799999999999
PO-00006596,2018-07-30,2018,2019-07-30,2018-07-30,2018-09-20,2018-09-20,Company159,Company159,Complete,700.0,GBP,700.0
PO-00006601,2018-07-30,2018,2019-07-30,2018-07-30,2018-08-13,2018-08-17,Company80,Company80,Complete,5774.85,GBP,5774.85
PO-00006599,2018-07-30,2018,2019-07-30,2018-08-09,2018-08-15,2018-08-15,Company8,Company8,Complete,1430.0,GBP,1430.0
PO-00006598/1,2018-07-30,2018,2019-07-30,2018-09-19,2018-08-17,2018-08-17,Company19,Company19,Complete,171.0,GBP,171.0
PO-00006598,2018-07-30,2018,2019-07-30,2018-09-19,2018-08-01,2018-08-01,Company19,Company19,Complete,2638.75,GBP,2638.75
PO-00006602,2018-07-30,2018,2019-07-30,2018-07-30,2018-09-14,2018-09-14,Company5,Company5,Complete,3227.4,GBP,3227.4
PO-00006609/2,2018-08-01,2018,2019-08-01,2019-03-31,2018-09-27,2018-09-27,Company38,Company38,Complete,14962.5,GBP,14962.5
PO-00006609/3,2018-08-01,2018,2019-08-01,2019-03-31,2018-10-15,2018-10-15,Company38,Company38,Complete,23625.0,GBP,23625.0
PO-00006607,2018-08-01,2018,2019-08-01,2018-08-16,2018-08-16,2018-08-16,Company92,Company92,Complete,1430.0,GBP,1430.0
PO-00006609/5,2018-08-01,2018,2019-08-01,2018-11-19,2018-11-16,2018-11-16,Company38,Company38,Complete,8932.5,GBP,8932.5
PO-00006603/2,2018-08-01,2018,2019-08-01,2018-08-13,2018-09-14,2018-09-14,Company8,Company8,Complete,1794.75,GBP,1794.75
PO-00006609/4,2018-08-01,2018,2019-08-01,2018-11-19,2018-11-09,2018-11-09,Company38,Company38,Complete,14887.5,GBP,14887.5
PO-00006603,2018-08-01,2018,2019-08-01,2018-08-13,2018-08-08,2018-08-08,Company8,Company8,Complete,2922.6,GBP,2922.6
PO-00006603/1,2018-08-01,2018,2019-08-01,2018-08-13,2018-08-31,2018-08-31,Company8,Company8,Complete,4717.35,GBP,4717.35
PO-00006612/1,2018-08-01,2018,2019-08-01,2019-03-31,2019-03-22,2019-03-22,Company38,Company38,Complete,3024.0,GBP,3024.0
PO-00006609/1,2018-08-01,2018,2019-08-01,2019-03-31,2018-09-26,2018-09-26,Company38,Company38,Complete,11812.5,GBP,11812.5
PO-00006608,2018-08-01,2018,2019-08-01,2018-08-10,2018-08-07,2018-08-07,Company24,Company24,Complete,5568.0,GBP,5568.0
PO-00006609,2018-08-01,2018,2019-08-01,2019-03-31,2018-09-24,2018-09-24,Company38,Company38,Complete,4725.0,GBP,4725.0
PO-00006611,2018-08-01,2018,2019-08-01,2018-09-12,2018-09-26,2018-09-26,Company38,Company38,Complete,1260.0,GBP,1260.0
PO-00006612,2018-08-01,2018,2019-08-01,2019-03-31,2018-09-27,2018-09-27,Company38,Company38,Complete,2800.0,GBP,2800.0
PO-00006606,2018-08-01,2018,2019-08-01,2018-08-03,2018-08-02,2018-08-02,Company8,Company8,Complete,2573.6000000000004,GBP,2573.6000000000004
PO-00006605,2018-08-01,2018,2019-08-01,2018-08-01,2018-08-03,2018-08-03,Company22,Company22,Complete,6387.5,GBP,6387.5
PO-00006613,2018-08-02,2018,2019-08-02,2018-08-02,2018-08-06,2018-08-06,Company61,Company61,Complete,525.25,GBP,525.25
PO-00006616,2018-08-02,2018,2019-08-02,2018-08-02,2018-08-03,2018-08-03,Company24,Company24,Complete,16572.5,GBP,16572.5
PO-00006617,2018-08-02,2018,2019-08-02,2018-08-02,2018-08-02,2018-08-02,Company160,Company160,Complete,73.27499999999999,GBP,73.27499999999999
PO-00006618,2018-08-02,2018,2019-08-02,2018-08-02,2018-08-02,2018-08-02,Company6,Company6,Complete,1202.5,GBP,1202.5
PO-00006619,2018-08-02,2018,2019-08-02,2018-08-22,2018-08-14,2018-08-14,Company40,Company40,Complete,2946.0,GBP,2946.0
PO-00006615,2018-08-02,2018,2019-08-02,2018-08-16,2018-08-16,2018-08-16,Company10,Company10,Complete,13028.0,GBP,13028.0
PO-00006620,2018-08-03,2018,2019-08-03,2018-08-03,2018-08-07,2018-08-07,Company33,Company33,Complete,3733.2,GBP,3733.2
PO-00006621,2018-08-03,2018,2019-08-03,2018-08-31,2018-08-31,2018-08-31,Company31,Company31,Complete,1250.1000000000001,GBP,1250.1000000000001
PO-00006624,2018-08-03,2018,2019-08-03,2018-08-31,2018-08-31,2018-08-31,Company22,Company22,Complete,5350.0,GBP,5350.0
PO-00006625,2018-08-03,2018,2019-08-03,2018-08-03,2018-08-16,2018-08-16,Company85,Company85,Complete,1319.5,EUR,1155.825
PO-00006626,2018-08-03,2018,2019-08-03,2018-08-10,2018-08-10,2018-08-10,Company6,Company6,Complete,1389.1999999999998,GBP,1389.1999999999998
PO-00006627,2018-08-03,2018,2019-08-03,2018-08-22,2018-08-14,2018-08-14,Company40,Company40,Complete,1732.0,GBP,1732.0
PO-00006628,2018-08-03,2018,2019-08-03,2018-08-10,2018-08-14,2018-08-14,Company9,Company9,Complete,527.125,GBP,527.125
PO-00006629,2018-08-03,2018,2019-08-03,2018-08-09,2018-08-15,2018-08-15,Company13,Company13,Complete,7826.4,GBP,7826.4
PO-00006622,2018-08-03,2018,2019-08-03,2018-08-15,2018-08-13,2018-08-13,Company11,Company11,Complete,333.84999999999997,GBP,333.84999999999997
PO-00006623,2018-08-03,2018,2019-08-03,2018-08-13,2018-08-13,2018-08-13,Company19,Company19,Complete,445.20000000000005,GBP,445.20000000000005
PO-00006630/1,2018-08-06,2018,2019-08-06,2018-09-21,2018-10-19,2018-10-19,Company126,Company126,Complete,2731.875,GBP,2731.875
PO-00006631,2018-08-06,2018,2019-08-06,2018-08-13,2018-08-13,2018-08-13,Company10,Company10,Complete,6681.25,GBP,6681.25
PO-00006632,2018-08-06,2018,2019-08-06,2018-08-15,2018-08-13,2018-08-13,Company161,Company161,Complete,9.45,GBP,9.45
PO-00006630,2018-08-06,2018,2019-08-06,2018-09-21,2018-10-03,2018-10-03,Company126,Company126,Complete,1685.625,GBP,1685.625
PO-00006636/1,2018-08-07,2018,2019-08-07,2018-08-24,2018-08-24,2018-08-24,Company59,Company59,Complete,4787.5,GBP,4787.5
PO-00006635,2018-08-07,2018,2019-08-07,2018-08-14,2018-08-10,2018-08-10,Company35,Company35,Complete,1694.4,GBP,1694.4
PO-00006633,2018-08-07,2018,2019-08-07,2018-08-07,2018-08-09,2018-08-09,Company12,Company12,Complete,2421.25,GBP,2421.25
PO-00006636,2018-08-07,2018,2019-08-07,2018-08-24,2018-08-16,2018-08-27,Company59,Company59,Complete,780.0,GBP,780.0
PO-00006635/1,2018-08-07,2018,2019-08-07,2018-08-14,2018-08-14,2018-08-14,Company35,Company35,Complete,847.2,GBP,847.2
PO-00006638,2018-08-08,2018,2019-08-08,2018-08-08,2018-08-22,2018-08-22,Company162,Company162,Complete,1224.75,GBP,1224.75
PO-00006614/1,2018-08-08,2018,2019-08-08,2018-08-17,2018-08-17,2018-08-17,Company8,Company8,Complete,1647.225,GBP,1647.225
PO-00006614,2018-08-08,2018,2019-08-08,2018-08-17,2018-08-15,2018-08-15,Company8,Company8,Complete,1576.75,GBP,1576.75
PO-00006614/2,2018-08-08,2018,2019-08-08,2018-08-17,2018-08-22,2018-08-22,Company8,Company8,Complete,912.9250000000001,GBP,912.9250000000001
PO-00006637,2018-08-08,2018,2019-08-08,2018-08-24,2018-08-15,2018-08-15,Company163,Company163,Complete,552.5,GBP,552.5
PO-00006614/3,2018-08-08,2018,2019-08-08,2018-08-17,2018-08-23,2018-08-23,Company8,Company8,Complete,51.675000000000004,GBP,51.675000000000004
PO-00006614/4,2018-08-08,2018,2019-08-08,2018-08-17,2018-08-23,2018-08-23,Company8,Company8,Complete,2000.9,GBP,2000.9
PO-00006643,2018-08-08,2018,2019-08-08,2018-08-16,2018-08-14,2018-08-14,Company24,Company24,Complete,3514.5499999999997,GBP,3514.5499999999997
PO-00006640,2018-08-08,2018,2019-08-08,2018-08-31,2018-09-06,2018-09-06,Company22,Company22,Complete,4875.0,GBP,4875.0
PO-00006641,2018-08-08,2018,2019-08-08,2018-08-13,2018-08-13,2018-08-13,Company164,Company164,Complete,86.25,GBP,86.25
PO-00006644,2018-08-08,2018,2019-08-08,2018-08-08,2018-08-15,2018-08-15,Company80,Company80,Complete,353.1,GBP,353.1
PO-00006639,2018-08-08,2018,2019-08-08,2018-08-10,2018-08-13,2018-08-17,Company109,Company109,Complete,5500.0,EUR,4817.799999999999
PO-00006649/2,2018-08-09,2018,2019-08-09,2019-02-15,2018-12-21,2018-12-21,Company6,Company6,Complete,3180.0,GBP,3180.0
PO-00006646/1,2018-08-09,2018,2019-08-09,2018-08-20,2018-08-17,2018-08-17,Company44,Company44,Complete,4593.675,GBP,4593.675
PO-00006645,2018-08-09,2018,2019-08-09,2018-08-09,2018-08-15,2018-08-15,Company161,Company161,Complete,1251.5,GBP,1251.5
PO-00006646,2018-08-09,2018,2019-08-09,2018-09-19,2018-08-14,2018-08-14,Company44,Company44,Complete,998.625,GBP,998.625
PO-00006649/1,2018-08-09,2018,2019-08-09,2019-02-15,2018-08-31,2018-08-31,Company6,Company6,Complete,2650.0,GBP,2650.0
PO-00006647,2018-08-09,2018,2019-08-09,2018-08-14,2018-08-14,2018-08-14,Company1,Company1,Complete,488.1,GBP,488.1
PO-00006648,2018-08-09,2018,2019-08-09,2018-08-31,2018-08-29,2018-08-29,Company77,Company77,Complete,1128.6,GBP,1128.6
PO-00006649,2018-08-09,2018,2019-08-09,2019-02-15,2018-08-16,2018-08-16,Company6,Company6,Complete,1278.2250000000001,GBP,1278.2250000000001
PO-00006642/2,2018-08-10,2018,2019-08-10,2018-08-22,2018-08-23,2018-08-23,Company8,Company8,Complete,1407.8999999999999,GBP,1407.8999999999999
PO-00006642/1,2018-08-10,2018,2019-08-10,2018-08-22,2018-08-20,2018-08-20,Company8,Company8,Complete,149.1,GBP,149.1
